metric_date,plan,country,acquisition_channel,dau,new_activations
2023-10-05,enterprise,BR,referral,1.0,0.0
2023-10-05,pro,CA,paid_search,1.0,0.0
2023-10-05,pro,UK,referral,1.0,0.0
2023-10-05,pro,US,direct,1.0,0.0
2023-10-04,enterprise,DE,organic,1.0,1.0
2023-10-04,free,UK,email,1.0,1.0
2023-10-04,pro,IN,referral,1.0,1.0
2023-10-04,enterprise,BR,direct,1.0,1.0
2023-10-04,enterprise,CA,organic,1.0,0.0
2023-10-04,pro,FR,direct,1.0,0.0
2023-10-04,free,IN,email,1.0,0.0
2023-10-04,enterprise,AU,direct,1.0,0.0
2023-10-04,enterprise,CA,email,1.0,0.0
2023-10-04,pro,US,direct,1.0,1.0
2023-10-04,enterprise,BR,email,1.0,1.0
2023-10-03,free,CA,paid_search,1.0,1.0
2023-10-03,enterprise,US,organic,1.0,1.0
2023-10-03,enterprise,AU,direct,1.0,0.0
2023-10-03,free,BR,email,1.0,0.0
2023-10-03,enterprise,BR,direct,1.0,0.0
2023-10-03,starter,DE,email,1.0,0.0
2023-10-03,starter,US,organic,1.0,0.0
2023-10-03,free,IN,referral,1.0,1.0
2023-10-03,starter,FR,email,1.0,0.0
2023-10-03,pro,DE,organic,1.0,1.0
2023-10-03,enterprise,BR,paid_search,1.0,0.0
2023-10-03,enterprise,AU,referral,1.0,0.0
2023-10-03,pro,DE,referral,1.0,1.0
2023-10-02,starter,FR,referral,1.0,0.0
2023-10-02,starter,US,organic,1.0,0.0
2023-10-02,enterprise,US,email,1.0,0.0
2023-10-02,enterprise,IN,email,1.0,1.0
2023-10-02,free,IN,direct,1.0,0.0
2023-10-02,starter,US,email,1.0,0.0
2023-10-02,starter,DE,organic,1.0,0.0
2023-10-02,pro,US,organic,1.0,1.0
2023-10-01,free,BR,paid_search,1.0,0.0
2023-10-01,free,IN,referral,1.0,0.0
2023-10-01,free,AU,direct,1.0,0.0
2023-10-01,enterprise,DE,referral,1.0,0.0
2023-10-01,enterprise,CA,email,1.0,0.0
2023-10-01,pro,AU,referral,2.0,1.0
2023-10-01,pro,DE,paid_search,1.0,1.0
2023-10-01,enterprise,AU,referral,1.0,1.0
2023-10-01,free,UK,referral,1.0,1.0
2023-10-01,enterprise,FR,referral,1.0,1.0
2023-09-30,enterprise,FR,direct,1.0,0.0
2023-09-30,enterprise,IN,organic,1.0,0.0
2023-09-30,free,BR,paid_search,1.0,1.0
2023-09-30,starter,CA,direct,1.0,0.0
2023-09-30,starter,BR,organic,2.0,1.0
2023-09-30,enterprise,CA,organic,1.0,0.0
2023-09-30,pro,AU,email,1.0,1.0
2023-09-30,free,US,organic,1.0,0.0
2023-09-29,starter,BR,direct,1.0,0.0
2023-09-29,free,BR,paid_search,1.0,0.0
2023-09-29,starter,US,organic,1.0,1.0
2023-09-29,enterprise,DE,paid_search,1.0,0.0
2023-09-29,pro,UK,direct,1.0,1.0
2023-09-29,starter,FR,email,1.0,0.0
2023-09-29,enterprise,BR,paid_search,1.0,1.0
2023-09-29,pro,AU,email,1.0,1.0
2023-09-29,pro,BR,referral,1.0,0.0
2023-09-29,starter,DE,organic,1.0,0.0
2023-09-29,enterprise,CA,direct,1.0,1.0
2023-09-29,enterprise,IN,organic,1.0,1.0
2023-09-28,pro,CA,email,1.0,0.0
2023-09-28,free,FR,email,1.0,0.0
2023-09-28,starter,AU,direct,1.0,1.0
2023-09-28,starter,US,email,1.0,0.0
2023-09-28,enterprise,IN,direct,1.0,1.0
2023-09-28,free,IN,paid_search,1.0,0.0
2023-09-28,free,US,paid_search,1.0,0.0
2023-09-28,pro,IN,referral,2.0,1.0
2023-09-28,enterprise,US,direct,1.0,0.0
2023-09-28,starter,AU,email,1.0,0.0
2023-09-28,starter,AU,paid_search,1.0,0.0
2023-09-28,enterprise,IN,email,1.0,0.0
2023-09-28,starter,UK,referral,1.0,0.0
2023-09-28,enterprise,DE,referral,1.0,0.0
2023-09-28,starter,AU,referral,1.0,1.0
2023-09-28,pro,AU,email,1.0,1.0
2023-09-28,enterprise,AU,direct,1.0,0.0
2023-09-28,enterprise,BR,email,1.0,0.0
2023-09-27,enterprise,DE,organic,1.0,1.0
2023-09-27,enterprise,US,direct,1.0,0.0
2023-09-27,free,IN,paid_search,1.0,0.0
2023-09-27,enterprise,FR,email,2.0,1.0
2023-09-27,starter,UK,direct,1.0,1.0
2023-09-27,starter,CA,referral,1.0,1.0
2023-09-27,enterprise,BR,paid_search,1.0,1.0
2023-09-27,enterprise,FR,referral,1.0,0.0
2023-09-27,free,FR,direct,1.0,0.0
2023-09-27,pro,FR,paid_search,1.0,1.0
2023-09-27,starter,FR,paid_search,1.0,0.0
2023-09-27,pro,AU,email,1.0,1.0
2023-09-27,enterprise,DE,email,1.0,0.0
2023-09-27,starter,CA,direct,1.0,0.0
2023-09-26,starter,AU,direct,1.0,1.0
2023-09-26,starter,AU,referral,1.0,0.0
2023-09-26,starter,BR,email,1.0,0.0
2023-09-26,free,BR,referral,1.0,0.0
2023-09-26,starter,BR,paid_search,1.0,1.0
2023-09-26,free,CA,paid_search,1.0,0.0
2023-09-26,enterprise,FR,paid_search,1.0,0.0
2023-09-26,starter,BR,organic,1.0,0.0
2023-09-26,free,FR,organic,2.0,0.0
2023-09-26,starter,UK,referral,1.0,1.0
2023-09-26,free,IN,direct,1.0,0.0
2023-09-25,free,BR,referral,1.0,0.0
2023-09-25,pro,UK,referral,2.0,1.0
2023-09-25,free,FR,email,1.0,0.0
2023-09-25,free,IN,organic,1.0,0.0
2023-09-25,starter,US,paid_search,1.0,0.0
2023-09-25,free,UK,organic,1.0,1.0
2023-09-25,enterprise,CA,direct,1.0,0.0
2023-09-25,enterprise,US,email,1.0,0.0
2023-09-25,free,AU,paid_search,1.0,0.0
2023-09-25,pro,DE,referral,1.0,0.0
2023-09-25,enterprise,BR,referral,1.0,0.0
2023-09-25,pro,AU,direct,1.0,0.0
2023-09-24,enterprise,CA,email,1.0,0.0
2023-09-24,starter,US,email,1.0,1.0
2023-09-24,enterprise,IN,email,1.0,1.0
2023-09-24,pro,CA,organic,1.0,1.0
2023-09-24,pro,UK,email,1.0,0.0
2023-09-24,starter,UK,paid_search,1.0,1.0
2023-09-24,enterprise,BR,direct,1.0,0.0
2023-09-24,free,US,direct,1.0,0.0
2023-09-24,enterprise,IN,direct,2.0,0.0
2023-09-24,free,FR,referral,1.0,0.0
2023-09-24,starter,AU,email,1.0,0.0
2023-09-23,free,IN,organic,1.0,1.0
2023-09-23,free,UK,organic,1.0,1.0
2023-09-23,pro,DE,paid_search,1.0,0.0
2023-09-23,starter,FR,email,1.0,0.0
2023-09-23,free,FR,email,1.0,0.0
2023-09-23,starter,AU,referral,1.0,0.0
2023-09-23,free,CA,email,1.0,0.0
2023-09-23,enterprise,US,direct,1.0,0.0
2023-09-23,enterprise,DE,direct,1.0,0.0
2023-09-23,enterprise,DE,referral,1.0,0.0
2023-09-23,pro,DE,referral,1.0,0.0
2023-09-23,free,AU,paid_search,1.0,0.0
2023-09-22,pro,BR,direct,1.0,0.0
2023-09-22,free,US,referral,1.0,1.0
2023-09-22,starter,UK,organic,1.0,1.0
2023-09-22,pro,AU,direct,1.0,1.0
2023-09-22,enterprise,US,email,1.0,0.0
2023-09-22,pro,UK,email,1.0,0.0
2023-09-22,pro,DE,direct,1.0,0.0
2023-09-22,starter,BR,direct,1.0,0.0
2023-09-22,starter,FR,organic,1.0,0.0
2023-09-22,starter,US,paid_search,1.0,0.0
2023-09-22,free,DE,organic,1.0,0.0
2023-09-21,enterprise,CA,direct,1.0,0.0
2023-09-21,pro,UK,direct,1.0,0.0
2023-09-21,free,CA,referral,1.0,0.0
2023-09-21,free,UK,direct,1.0,0.0
2023-09-21,starter,AU,referral,1.0,0.0
2023-09-21,free,US,direct,1.0,0.0
2023-09-21,enterprise,CA,organic,1.0,0.0
2023-09-21,enterprise,AU,email,1.0,1.0
2023-09-21,free,CA,paid_search,2.0,1.0
2023-09-21,free,FR,direct,1.0,0.0
2023-09-21,starter,UK,email,1.0,1.0
2023-09-21,free,FR,referral,1.0,0.0
2023-09-21,free,AU,email,1.0,0.0
2023-09-21,enterprise,AU,organic,1.0,0.0
2023-09-21,starter,CA,referral,1.0,1.0
2023-09-21,free,AU,organic,1.0,0.0
2023-09-21,pro,AU,direct,1.0,1.0
2023-09-21,enterprise,IN,referral,1.0,0.0
2023-09-20,starter,BR,direct,1.0,0.0
2023-09-20,pro,UK,direct,1.0,0.0
2023-09-20,starter,DE,organic,1.0,0.0
2023-09-20,free,IN,paid_search,1.0,0.0
2023-09-20,enterprise,UK,referral,1.0,0.0
2023-09-20,pro,FR,referral,1.0,0.0
2023-09-19,starter,US,referral,1.0,1.0
2023-09-19,pro,UK,direct,1.0,0.0
2023-09-19,pro,CA,paid_search,1.0,0.0
2023-09-19,starter,CA,referral,1.0,1.0
2023-09-19,starter,FR,email,1.0,0.0
2023-09-19,pro,CA,organic,1.0,1.0
2023-09-19,free,FR,paid_search,1.0,0.0
2023-09-19,enterprise,IN,email,1.0,1.0
2023-09-19,free,AU,email,1.0,0.0
2023-09-19,enterprise,CA,direct,1.0,0.0
2023-09-19,starter,BR,organic,1.0,0.0
2023-09-19,starter,DE,email,1.0,0.0
2023-09-19,starter,US,paid_search,1.0,0.0
2023-09-19,pro,BR,email,1.0,0.0
2023-09-19,starter,FR,direct,1.0,0.0
2023-09-19,pro,FR,email,1.0,1.0
2023-09-19,free,AU,referral,1.0,1.0
2023-09-18,enterprise,AU,paid_search,1.0,1.0
2023-09-18,pro,UK,referral,1.0,0.0
2023-09-18,enterprise,US,referral,2.0,1.0
2023-09-18,pro,BR,email,1.0,1.0
2023-09-18,pro,AU,referral,1.0,1.0
2023-09-18,pro,IN,referral,1.0,1.0
2023-09-18,enterprise,DE,direct,1.0,0.0
2023-09-18,pro,IN,organic,3.0,1.0
2023-09-18,starter,FR,referral,1.0,0.0
2023-09-18,free,BR,organic,1.0,1.0
2023-09-17,starter,IN,direct,1.0,0.0
2023-09-17,starter,CA,direct,1.0,0.0
2023-09-17,enterprise,US,organic,1.0,1.0
2023-09-17,starter,UK,direct,1.0,0.0
2023-09-17,pro,AU,direct,1.0,1.0
2023-09-17,pro,CA,paid_search,1.0,1.0
2023-09-16,pro,CA,organic,1.0,0.0
2023-09-16,starter,BR,referral,1.0,0.0
2023-09-16,pro,IN,referral,1.0,1.0
2023-09-16,pro,DE,direct,1.0,1.0
2023-09-16,enterprise,US,paid_search,1.0,0.0
2023-09-16,enterprise,DE,email,1.0,0.0
2023-09-16,enterprise,US,email,1.0,1.0
2023-09-16,starter,UK,email,1.0,0.0
2023-09-16,starter,AU,referral,1.0,1.0
2023-09-16,pro,DE,paid_search,1.0,1.0
2023-09-16,pro,BR,organic,2.0,1.0
2023-09-16,enterprise,CA,direct,1.0,0.0
2023-09-16,free,AU,referral,1.0,1.0
2023-09-15,enterprise,DE,email,2.0,0.0
2023-09-15,starter,CA,referral,1.0,1.0
2023-09-15,starter,FR,organic,1.0,0.0
2023-09-15,enterprise,CA,organic,1.0,0.0
2023-09-15,free,CA,direct,1.0,0.0
2023-09-15,enterprise,FR,paid_search,1.0,0.0
2023-09-15,starter,BR,paid_search,1.0,1.0
2023-09-15,starter,DE,organic,1.0,0.0
2023-09-15,starter,UK,organic,1.0,1.0
2023-09-15,free,US,referral,1.0,0.0
2023-09-15,pro,AU,direct,1.0,1.0
2023-09-15,pro,FR,direct,1.0,0.0
2023-09-15,free,DE,organic,1.0,0.0
2023-09-15,starter,AU,direct,1.0,0.0
2023-09-15,pro,IN,organic,1.0,1.0
2023-09-15,starter,DE,email,1.0,1.0
2023-09-15,free,DE,email,1.0,0.0
2023-09-15,free,US,email,1.0,0.0
2023-09-15,starter,FR,email,1.0,0.0
2023-09-15,starter,FR,paid_search,1.0,0.0
2023-09-14,starter,IN,email,1.0,1.0
2023-09-14,enterprise,US,referral,1.0,1.0
2023-09-14,pro,AU,direct,1.0,0.0
2023-09-14,starter,FR,direct,1.0,0.0
2023-09-14,pro,FR,direct,1.0,0.0
2023-09-14,pro,AU,referral,1.0,0.0
2023-09-14,enterprise,IN,email,1.0,1.0
2023-09-14,starter,CA,email,1.0,0.0
2023-09-14,starter,BR,organic,2.0,0.0
2023-09-14,free,CA,referral,1.0,0.0
2023-09-14,pro,AU,email,1.0,0.0
2023-09-14,starter,AU,direct,1.0,0.0
2023-09-14,pro,BR,email,1.0,0.0
2023-09-14,starter,BR,direct,1.0,0.0
2023-09-14,starter,UK,organic,1.0,1.0
2023-09-14,free,UK,direct,1.0,0.0
2023-09-13,enterprise,DE,email,1.0,0.0
2023-09-13,enterprise,IN,referral,1.0,1.0
2023-09-13,free,CA,email,1.0,0.0
2023-09-13,free,FR,direct,1.0,0.0
2023-09-13,enterprise,IN,paid_search,1.0,1.0
2023-09-13,pro,BR,paid_search,1.0,0.0
2023-09-13,starter,BR,email,1.0,0.0
2023-09-13,starter,DE,referral,1.0,1.0
2023-09-13,enterprise,UK,direct,1.0,0.0
2023-09-13,starter,AU,email,1.0,0.0
2023-09-13,enterprise,FR,referral,1.0,1.0
2023-09-12,enterprise,IN,organic,1.0,0.0
2023-09-12,enterprise,CA,direct,1.0,0.0
2023-09-12,pro,US,referral,1.0,0.0
2023-09-12,free,US,direct,1.0,0.0
2023-09-12,free,BR,organic,1.0,0.0
2023-09-12,starter,US,email,1.0,0.0
2023-09-12,starter,BR,paid_search,1.0,1.0
2023-09-12,enterprise,DE,email,1.0,0.0
2023-09-12,free,DE,direct,1.0,1.0
2023-09-12,starter,DE,direct,1.0,1.0
2023-09-12,enterprise,CA,email,1.0,0.0
2023-09-12,starter,FR,referral,1.0,0.0
2023-09-12,enterprise,DE,direct,1.0,0.0
2023-09-12,enterprise,FR,organic,1.0,1.0
2023-09-11,free,FR,email,1.0,1.0
2023-09-11,starter,BR,email,1.0,0.0
2023-09-11,starter,DE,paid_search,1.0,0.0
2023-09-11,enterprise,UK,email,1.0,0.0
2023-09-11,free,AU,organic,1.0,0.0
2023-09-11,pro,CA,direct,1.0,0.0
2023-09-11,starter,UK,organic,1.0,0.0
2023-09-11,pro,US,direct,1.0,1.0
2023-09-11,starter,DE,referral,1.0,0.0
2023-09-11,pro,AU,referral,1.0,0.0
2023-09-11,free,US,paid_search,1.0,0.0
2023-09-11,enterprise,DE,organic,1.0,1.0
2023-09-11,pro,AU,direct,1.0,0.0
2023-09-11,enterprise,FR,direct,1.0,1.0
2023-09-11,starter,FR,direct,1.0,0.0
2023-09-11,free,CA,referral,1.0,0.0
2023-09-11,pro,DE,referral,1.0,0.0
2023-09-10,enterprise,IN,direct,1.0,0.0
2023-09-10,starter,CA,referral,1.0,0.0
2023-09-10,starter,DE,email,1.0,0.0
2023-09-10,enterprise,BR,referral,1.0,0.0
2023-09-10,free,UK,paid_search,2.0,0.0
2023-09-10,free,AU,referral,1.0,0.0
2023-09-10,free,US,organic,1.0,1.0
2023-09-10,starter,DE,referral,1.0,1.0
2023-09-10,enterprise,AU,direct,1.0,0.0
2023-09-10,pro,IN,organic,1.0,0.0
2023-09-09,enterprise,AU,direct,1.0,0.0
2023-09-09,pro,CA,paid_search,1.0,0.0
2023-09-09,pro,UK,email,1.0,0.0
2023-09-09,enterprise,FR,organic,1.0,0.0
2023-09-09,starter,UK,direct,1.0,1.0
2023-09-09,starter,DE,referral,1.0,1.0
2023-09-09,enterprise,CA,direct,1.0,0.0
2023-09-09,free,BR,paid_search,1.0,0.0
2023-09-09,starter,DE,direct,1.0,0.0
2023-09-09,free,AU,email,1.0,1.0
2023-09-09,enterprise,CA,organic,1.0,0.0
2023-09-08,free,UK,organic,1.0,1.0
2023-09-08,starter,AU,paid_search,1.0,0.0
2023-09-08,free,AU,email,1.0,1.0
2023-09-08,pro,DE,direct,1.0,0.0
2023-09-08,starter,US,paid_search,1.0,1.0
2023-09-08,enterprise,IN,email,1.0,1.0
2023-09-08,enterprise,FR,email,1.0,1.0
2023-09-08,free,UK,direct,1.0,0.0
2023-09-08,starter,BR,email,1.0,1.0
2023-09-08,enterprise,CA,referral,1.0,1.0
2023-09-08,enterprise,US,referral,1.0,0.0
2023-09-07,free,IN,referral,1.0,1.0
2023-09-07,enterprise,UK,paid_search,1.0,1.0
2023-09-07,free,BR,email,1.0,0.0
2023-09-07,pro,UK,direct,1.0,1.0
2023-09-07,free,CA,paid_search,1.0,1.0
2023-09-07,free,CA,organic,1.0,0.0
2023-09-07,starter,FR,direct,1.0,0.0
2023-09-07,starter,CA,paid_search,1.0,0.0
2023-09-07,pro,IN,organic,1.0,1.0
2023-09-07,pro,AU,direct,1.0,0.0
2023-09-07,free,IN,email,1.0,0.0
2023-09-07,enterprise,BR,referral,1.0,0.0
2023-09-07,enterprise,AU,direct,1.0,0.0
2023-09-07,starter,CA,referral,1.0,0.0
2023-09-07,free,UK,email,1.0,1.0
2023-09-07,starter,UK,referral,1.0,0.0
2023-09-06,free,IN,paid_search,1.0,0.0
2023-09-06,free,AU,direct,1.0,1.0
2023-09-06,starter,CA,organic,1.0,0.0
2023-09-06,starter,BR,organic,1.0,0.0
2023-09-06,enterprise,IN,organic,1.0,1.0
2023-09-06,free,AU,organic,1.0,0.0
2023-09-06,pro,CA,direct,1.0,0.0
2023-09-06,pro,CA,referral,1.0,0.0
2023-09-06,free,IN,referral,1.0,1.0
2023-09-06,starter,FR,referral,1.0,0.0
2023-09-06,pro,AU,referral,1.0,0.0
2023-09-06,pro,AU,organic,1.0,0.0
2023-09-06,enterprise,AU,referral,1.0,0.0
2023-09-05,pro,FR,direct,1.0,0.0
2023-09-05,pro,US,direct,1.0,0.0
2023-09-05,pro,AU,referral,1.0,1.0
2023-09-05,pro,DE,direct,1.0,1.0
2023-09-05,free,UK,paid_search,1.0,0.0
2023-09-05,pro,FR,paid_search,1.0,0.0
2023-09-05,pro,US,email,1.0,0.0
2023-09-05,pro,DE,referral,1.0,0.0
2023-09-05,enterprise,US,direct,1.0,0.0
2023-09-05,enterprise,FR,referral,1.0,0.0
2023-09-05,enterprise,IN,paid_search,1.0,1.0
2023-09-05,enterprise,IN,email,1.0,0.0
2023-09-05,free,FR,organic,1.0,0.0
2023-09-05,starter,FR,email,1.0,1.0
2023-09-05,enterprise,AU,referral,1.0,1.0
2023-09-04,pro,DE,paid_search,1.0,0.0
2023-09-04,starter,FR,organic,1.0,0.0
2023-09-04,pro,BR,referral,2.0,0.0
2023-09-04,free,CA,organic,1.0,0.0
2023-09-04,starter,CA,organic,1.0,0.0
2023-09-04,pro,AU,direct,1.0,1.0
2023-09-04,starter,US,paid_search,1.0,1.0
2023-09-04,starter,UK,organic,1.0,1.0
2023-09-04,pro,DE,referral,1.0,0.0
2023-09-03,enterprise,CA,paid_search,1.0,0.0
2023-09-03,free,AU,email,1.0,0.0
2023-09-03,starter,DE,email,1.0,1.0
2023-09-03,pro,DE,referral,1.0,0.0
2023-09-03,pro,UK,paid_search,1.0,0.0
2023-09-03,pro,DE,direct,1.0,0.0
2023-09-03,pro,US,organic,1.0,1.0
2023-09-03,starter,UK,organic,1.0,1.0
2023-09-03,pro,FR,referral,1.0,0.0
2023-09-03,enterprise,DE,direct,1.0,1.0
2023-09-03,free,IN,organic,1.0,0.0
2023-09-03,free,AU,organic,1.0,0.0
2023-09-03,enterprise,IN,paid_search,1.0,1.0
2023-09-03,free,BR,referral,1.0,0.0
2023-09-03,pro,IN,referral,1.0,0.0
2023-09-03,pro,UK,direct,1.0,1.0
2023-09-02,starter,DE,paid_search,1.0,1.0
2023-09-02,enterprise,US,referral,1.0,0.0
2023-09-02,pro,IN,direct,1.0,1.0
2023-09-02,free,FR,paid_search,1.0,0.0
2023-09-02,starter,BR,referral,1.0,0.0
2023-09-02,starter,IN,referral,1.0,0.0
2023-09-02,enterprise,BR,email,1.0,0.0
2023-09-02,free,CA,referral,1.0,0.0
2023-09-02,pro,AU,referral,1.0,0.0
2023-09-02,enterprise,DE,referral,1.0,0.0
2023-09-02,enterprise,FR,direct,1.0,0.0
2023-09-02,enterprise,CA,email,1.0,1.0
2023-09-01,starter,UK,paid_search,1.0,1.0
2023-09-01,starter,AU,direct,2.0,0.0
2023-09-01,starter,BR,organic,1.0,0.0
2023-09-01,pro,FR,paid_search,1.0,1.0
2023-09-01,pro,UK,referral,1.0,0.0
2023-09-01,enterprise,DE,direct,1.0,0.0
2023-09-01,enterprise,CA,organic,1.0,0.0
2023-09-01,free,DE,organic,1.0,0.0
2023-09-01,free,IN,email,1.0,1.0
2023-09-01,free,BR,referral,1.0,1.0
2023-09-01,enterprise,US,paid_search,1.0,0.0
2023-09-01,free,AU,organic,1.0,0.0
2023-09-01,free,FR,paid_search,1.0,0.0
2023-09-01,pro,DE,direct,1.0,0.0
2023-09-01,pro,AU,direct,1.0,1.0
2023-09-01,enterprise,UK,organic,1.0,0.0
2023-09-01,pro,UK,direct,1.0,1.0
2023-09-01,starter,BR,email,1.0,0.0
2023-09-01,free,FR,referral,1.0,0.0
2023-08-31,pro,UK,direct,1.0,1.0
2023-08-31,starter,DE,email,1.0,0.0
2023-08-31,starter,UK,paid_search,1.0,1.0
2023-08-31,enterprise,DE,direct,1.0,0.0
2023-08-31,free,CA,organic,1.0,0.0
2023-08-31,free,IN,organic,1.0,1.0
2023-08-31,free,US,organic,1.0,0.0
2023-08-31,pro,BR,direct,1.0,0.0
2023-08-31,starter,BR,organic,1.0,0.0
2023-08-31,starter,US,email,1.0,0.0
2023-08-31,free,AU,paid_search,2.0,1.0
2023-08-31,pro,FR,paid_search,1.0,0.0
2023-08-31,enterprise,DE,email,1.0,0.0
2023-08-31,free,DE,email,1.0,0.0
2023-08-31,enterprise,US,referral,1.0,0.0
2023-08-31,free,UK,organic,1.0,0.0
2023-08-30,starter,US,organic,1.0,0.0
2023-08-30,starter,IN,email,1.0,0.0
2023-08-30,starter,UK,direct,1.0,0.0
2023-08-30,enterprise,DE,referral,1.0,0.0
2023-08-30,pro,CA,direct,1.0,0.0
2023-08-30,pro,BR,direct,1.0,1.0
2023-08-30,pro,BR,organic,1.0,0.0
2023-08-30,free,CA,direct,1.0,0.0
2023-08-30,pro,UK,organic,1.0,0.0
2023-08-30,pro,AU,direct,1.0,1.0
2023-08-30,pro,DE,organic,1.0,1.0
2023-08-30,starter,AU,email,1.0,0.0
2023-08-30,pro,IN,organic,1.0,1.0
2023-08-30,starter,FR,paid_search,1.0,0.0
2023-08-30,free,IN,direct,1.0,0.0
2023-08-30,enterprise,UK,organic,1.0,0.0
2023-08-29,free,US,email,1.0,0.0
2023-08-29,free,BR,organic,1.0,0.0
2023-08-29,pro,FR,email,1.0,1.0
2023-08-29,free,UK,referral,1.0,0.0
2023-08-29,pro,CA,referral,1.0,0.0
2023-08-29,enterprise,FR,organic,1.0,0.0
2023-08-29,enterprise,BR,organic,1.0,0.0
2023-08-29,enterprise,DE,email,1.0,0.0
2023-08-29,starter,CA,direct,1.0,0.0
2023-08-29,enterprise,BR,direct,1.0,0.0
2023-08-29,free,FR,email,1.0,0.0
2023-08-28,pro,IN,direct,1.0,0.0
2023-08-28,pro,DE,organic,1.0,1.0
2023-08-28,starter,FR,email,1.0,1.0
2023-08-28,pro,IN,referral,1.0,0.0
2023-08-28,free,FR,referral,1.0,0.0
2023-08-28,free,IN,organic,1.0,0.0
2023-08-28,starter,US,organic,1.0,0.0
2023-08-28,pro,DE,direct,1.0,0.0
2023-08-28,enterprise,BR,direct,1.0,1.0
2023-08-28,free,CA,organic,1.0,0.0
2023-08-28,free,UK,referral,1.0,1.0
2023-08-28,free,CA,paid_search,1.0,0.0
2023-08-27,pro,US,email,1.0,0.0
2023-08-27,starter,BR,organic,1.0,0.0
2023-08-27,pro,UK,organic,1.0,0.0
2023-08-27,enterprise,FR,paid_search,1.0,0.0
2023-08-27,starter,FR,direct,1.0,0.0
2023-08-27,starter,US,email,1.0,1.0
2023-08-27,pro,DE,referral,1.0,0.0
2023-08-27,pro,UK,direct,1.0,0.0
2023-08-27,enterprise,IN,email,1.0,1.0
2023-08-27,pro,BR,paid_search,1.0,0.0
2023-08-27,free,FR,referral,1.0,1.0
2023-08-27,enterprise,FR,referral,1.0,1.0
2023-08-27,starter,DE,paid_search,1.0,0.0
2023-08-27,pro,US,direct,2.0,1.0
2023-08-26,pro,CA,organic,1.0,1.0
2023-08-26,enterprise,CA,direct,1.0,0.0
2023-08-26,free,US,direct,1.0,0.0
2023-08-26,starter,UK,organic,2.0,2.0
2023-08-26,pro,UK,paid_search,1.0,1.0
2023-08-26,starter,BR,organic,2.0,1.0
2023-08-26,enterprise,US,paid_search,1.0,0.0
2023-08-26,free,IN,paid_search,1.0,0.0
2023-08-26,pro,UK,organic,1.0,0.0
2023-08-26,starter,BR,email,1.0,0.0
2023-08-26,enterprise,FR,direct,1.0,0.0
2023-08-26,free,FR,organic,1.0,0.0
2023-08-25,pro,BR,paid_search,1.0,1.0
2023-08-25,pro,AU,referral,1.0,0.0
2023-08-25,starter,FR,direct,1.0,1.0
2023-08-25,starter,DE,email,1.0,0.0
2023-08-25,free,IN,email,1.0,1.0
2023-08-25,pro,AU,direct,1.0,1.0
2023-08-25,starter,FR,referral,1.0,0.0
2023-08-25,enterprise,IN,email,1.0,0.0
2023-08-25,starter,DE,direct,2.0,0.0
2023-08-25,free,IN,direct,2.0,1.0
2023-08-25,starter,AU,direct,1.0,0.0
2023-08-25,enterprise,IN,referral,1.0,0.0
2023-08-25,free,CA,paid_search,2.0,1.0
2023-08-25,free,AU,organic,1.0,0.0
2023-08-25,enterprise,US,email,1.0,0.0
2023-08-25,starter,BR,referral,1.0,0.0
2023-08-25,free,BR,paid_search,1.0,0.0
2023-08-24,starter,UK,email,1.0,1.0
2023-08-24,enterprise,DE,paid_search,1.0,0.0
2023-08-24,starter,US,referral,1.0,1.0
2023-08-24,pro,AU,direct,1.0,0.0
2023-08-24,free,FR,email,1.0,1.0
2023-08-24,pro,IN,referral,1.0,1.0
2023-08-24,free,BR,paid_search,1.0,0.0
2023-08-24,free,AU,direct,1.0,1.0
2023-08-24,pro,US,organic,1.0,0.0
2023-08-24,enterprise,DE,direct,1.0,0.0
2023-08-24,enterprise,UK,email,1.0,0.0
2023-08-24,free,DE,email,1.0,0.0
2023-08-24,enterprise,IN,organic,1.0,0.0
2023-08-23,pro,BR,direct,1.0,1.0
2023-08-23,free,IN,paid_search,1.0,0.0
2023-08-23,starter,UK,direct,1.0,0.0
2023-08-23,free,UK,direct,1.0,1.0
2023-08-23,starter,CA,organic,1.0,0.0
2023-08-23,free,FR,paid_search,1.0,0.0
2023-08-23,enterprise,UK,direct,1.0,0.0
2023-08-23,starter,AU,paid_search,1.0,0.0
2023-08-23,enterprise,IN,email,1.0,0.0
2023-08-23,free,BR,paid_search,1.0,0.0
2023-08-22,starter,CA,referral,1.0,1.0
2023-08-22,enterprise,FR,direct,1.0,1.0
2023-08-22,enterprise,AU,paid_search,1.0,0.0
2023-08-22,pro,BR,referral,1.0,0.0
2023-08-22,starter,US,paid_search,1.0,1.0
2023-08-22,free,FR,email,2.0,1.0
2023-08-22,enterprise,US,referral,1.0,1.0
2023-08-21,starter,DE,email,1.0,0.0
2023-08-21,starter,UK,organic,2.0,2.0
2023-08-21,pro,US,direct,1.0,1.0
2023-08-21,enterprise,DE,referral,1.0,0.0
2023-08-21,starter,AU,referral,1.0,1.0
2023-08-21,free,IN,paid_search,2.0,1.0
2023-08-21,free,DE,referral,1.0,0.0
2023-08-21,pro,FR,direct,1.0,0.0
2023-08-21,pro,US,referral,1.0,0.0
2023-08-21,pro,UK,direct,1.0,1.0
2023-08-21,free,AU,email,1.0,1.0
2023-08-21,starter,CA,direct,1.0,0.0
2023-08-21,free,BR,referral,1.0,0.0
