event_id,user_id,event_type,event_timestamp,session_id,properties
evt_001401,user_0836,export,2023-06-12 00:00:00,sess_02543,{}
evt_001402,user_0885,feature_used,2023-11-26 00:00:00,sess_00357,{}
evt_001403,user_0370,feature_used,2023-11-12 00:00:00,sess_02852,{}
evt_001404,user_0495,login,2023-03-09 00:00:00,sess_01113,{}
evt_001405,user_0246,login,2023-06-28 00:00:00,sess_00561,{}
evt_001406,user_0584,export,2023-06-16 00:00:00,sess_01702,{}
evt_001407,user_0470,login,2023-06-02 00:00:00,sess_02019,{}
evt_001408,user_0535,api_call,2023-12-09 00:00:00,sess_02590,{}
evt_001409,user_0617,export,2023-06-12 00:00:00,sess_02514,{}
evt_001410,user_0527,feature_used,2023-11-11 00:00:00,sess_02840,{}
evt_001411,user_0347,page_view,2023-01-04 00:00:00,sess_00639,{}
evt_001412,user_0391,settings_change,2023-11-28 00:00:00,sess_00969,{}
evt_001413,user_0917,page_view,2023-06-12 00:00:00,sess_00023,{}
evt_001414,user_0503,page_view,2023-11-21 00:00:00,sess_02276,{}
evt_001415,user_0715,page_view,2023-05-26 00:00:00,sess_02527,{}
evt_001416,user_0615,login,2023-09-09 00:00:00,sess_02828,{}
evt_001417,user_0232,export,2023-11-23 00:00:00,sess_01199,{}
evt_001418,user_0156,legacy_click,2023-07-07 00:00:00,sess_02883,{}
evt_001419,user_0387,api_call,2023-02-05 00:00:00,sess_00709,{}
evt_001420,user_0846,page_view,2023-04-08 00:00:00,sess_00820,{}
evt_001421,user_0918,legacy_click,2023-06-06 00:00:00,sess_00242,{}
evt_001422,user_0009,page_view,2023-08-01 00:00:00,sess_00656,{}
evt_001423,user_0580,export,2023-09-30 00:00:00,sess_01932,{}
evt_001424,user_0740,page_view,2023-04-01 00:00:00,sess_01434,{}
evt_001425,user_0335,api_call,2023-07-05 00:00:00,sess_01089,{}
evt_001426,user_0398,feature_used,2023-01-17 00:00:00,sess_02534,{}
evt_001427,user_0855,settings_change,2023-07-15 00:00:00,sess_00988,{}
evt_001428,user_0411,page_view,2023-04-04 00:00:00,sess_00496,{}
evt_001429,user_0183,page_view,2023-04-21 00:00:00,sess_02938,{}
evt_001430,user_0969,login,2023-04-06 00:00:00,sess_00745,{}
evt_001431,user_0605,login,2023-04-20 00:00:00,sess_00702,{}
evt_001432,user_0768,export,2023-12-03 00:00:00,sess_02623,{}
evt_001433,user_0580,login,2023-03-27 00:00:00,sess_01490,{}
evt_001434,user_0256,login,2023-10-04 00:00:00,sess_02278,{}
evt_001435,user_0279,export,2023-11-27 00:00:00,sess_02020,{}
evt_001436,user_0846,export,2023-01-11 00:00:00,sess_01070,{}
evt_001437,user_0606,export,2023-03-01 00:00:00,sess_01831,{}
evt_001438,user_0887,login,2023-04-06 00:00:00,sess_01803,{}
evt_001439,user_0057,api_call,2023-11-02 00:00:00,sess_02159,{}
evt_001440,user_0753,page_view,2023-12-29 00:00:00,sess_02374,{}
evt_001441,user_0990,login,2023-03-18 00:00:00,sess_02766,{}
evt_001442,user_0101,feature_used,2023-07-23 00:00:00,sess_02975,{}
evt_001443,user_0575,feature_used,2023-01-23 00:00:00,sess_02271,{}
evt_001444,user_0849,settings_change,2023-09-23 00:00:00,sess_02331,{}
evt_001445,user_0717,feature_used,2023-12-27 00:00:00,sess_02107,{}
evt_001446,user_0248,settings_change,2023-02-01 00:00:00,sess_00072,{}
evt_001447,user_0315,feature_used,2023-11-27 00:00:00,sess_02346,{}
evt_001448,user_0602,api_call,2023-02-04 00:00:00,sess_00668,{}
evt_001449,user_0911,settings_change,2023-02-17 00:00:00,sess_00612,{}
evt_001450,user_0175,settings_change,2023-06-28 00:00:00,sess_00379,{}
evt_001451,user_0500,api_call,2023-09-19 00:00:00,sess_02508,{}
evt_001452,user_0954,page_view,2023-08-29 00:00:00,sess_02814,{}
evt_001453,user_0096,login,2023-03-16 00:00:00,sess_02594,{}
evt_001454,user_0158,page_view,2023-03-02 00:00:00,sess_02869,{}
evt_001455,user_0429,export,2023-03-13 00:00:00,sess_02482,{}
evt_001456,user_0706,page_view,2023-07-15 00:00:00,sess_00531,{}
evt_001457,user_0043,page_view,2023-01-17 00:00:00,sess_02962,{}
evt_001458,user_0778,login,2023-05-08 00:00:00,sess_02552,{}
evt_001459,user_0224,page_view,2023-04-09 00:00:00,sess_01382,{}
evt_001460,user_0014,settings_change,2023-11-30 00:00:00,sess_01235,{}
evt_001461,user_0107,feature_used,2023-05-25 00:00:00,sess_00370,{}
evt_001462,user_0827,login,2023-11-17 00:00:00,sess_01381,{}
evt_001463,user_0605,settings_change,2023-03-10 00:00:00,sess_01175,{}
evt_001464,user_0018,login,2023-07-07 00:00:00,sess_01559,{}
evt_001465,user_0068,settings_change,2023-01-01 00:00:00,sess_02732,{}
evt_001466,user_0361,feature_used,2023-10-26 00:00:00,sess_00070,{}
evt_001467,user_0240,export,2023-05-22 00:00:00,sess_01471,{}
evt_001468,user_0566,api_call,2023-03-08 00:00:00,sess_00111,{}
evt_001469,user_0077,settings_change,2023-01-14 00:00:00,sess_00221,{}
evt_001470,user_0379,login,2023-04-29 00:00:00,sess_01139,{}
evt_001471,user_0629,login,2023-02-13 00:00:00,sess_02420,{}
evt_001472,user_0239,feature_used,2023-05-25 00:00:00,sess_00439,{}
evt_001473,user_0273,feature_used,2023-12-17 00:00:00,sess_00032,{}
evt_001474,user_0744,api_call,2023-01-31 00:00:00,sess_02524,{}
evt_001475,user_0947,export,2023-10-16 00:00:00,sess_01510,{}
evt_001476,user_0824,api_call,2023-07-09 00:00:00,sess_02774,{}
evt_001477,user_0364,api_call,2023-03-30 00:00:00,sess_01965,{}
evt_001478,user_0142,api_call,2023-01-02 00:00:00,sess_02274,{}
evt_001479,user_0122,login,2023-04-17 00:00:00,sess_01690,{}
evt_001480,user_0103,export,2023-02-16 00:00:00,sess_01736,{}
evt_001481,user_0571,page_view,2023-12-10 00:00:00,sess_00440,{}
evt_001482,user_0032,settings_change,2023-06-25 00:00:00,sess_01899,{}
evt_001483,user_0533,page_view,2023-02-22 00:00:00,sess_01893,{}
evt_001484,user_0347,page_view,2023-05-28 00:00:00,sess_01129,{}
evt_001485,user_0209,export,2023-12-27 00:00:00,sess_00072,{}
evt_001486,user_0191,api_call,2023-09-28 00:00:00,sess_01831,{}
evt_001487,user_0449,login,2023-01-16 00:00:00,sess_02299,{}
evt_001488,,feature_used,2023-04-13 00:00:00,sess_00642,{}
evt_001489,user_0962,export,2023-08-12 00:00:00,sess_00610,{}
evt_001490,user_0614,page_view,2023-03-12 00:00:00,sess_01946,{}
evt_001491,,page_view,2023-07-26 00:00:00,sess_00411,{}
evt_001492,user_0345,settings_change,2023-02-04 00:00:00,sess_01831,{}
evt_001493,user_0699,export,2023-05-10 00:00:00,sess_02684,{}
evt_001494,user_0247,login,2023-10-10 00:00:00,sess_02929,{}
evt_001495,user_0733,settings_change,2023-05-19 00:00:00,sess_01291,{}
evt_001496,user_0741,page_view,2023-03-30 00:00:00,sess_02501,{}
evt_001497,user_0039,login,2023-11-03 00:00:00,sess_01618,{}
evt_001498,user_0554,export,2023-11-28 00:00:00,sess_01898,{}
evt_001499,user_0718,page_view,2023-07-15 00:00:00,sess_01199,{}
evt_001500,user_0950,export,2023-03-18 00:00:00,sess_01175,{}
evt_001501,user_0507,export,2023-05-08 00:00:00,sess_00714,{}
evt_001502,user_0457,feature_used,2023-12-19 00:00:00,sess_02421,{}
evt_001503,user_0611,login,2023-11-09 00:00:00,sess_00061,{}
evt_001504,user_0861,api_call,2023-08-09 00:00:00,sess_00108,{}
evt_001505,user_0053,login,2023-10-04 00:00:00,sess_00365,{}
evt_001506,user_0880,feature_used,2023-12-04 00:00:00,sess_02706,{}
evt_001507,user_0098,login,2023-02-12 00:00:00,sess_02804,{}
evt_001508,user_0646,login,2023-09-16 00:00:00,sess_00601,{}
evt_001509,user_0086,export,2023-10-03 00:00:00,sess_02408,{}
evt_001510,user_0972,settings_change,2023-02-06 00:00:00,sess_01635,{}
evt_001511,user_0317,login,2023-03-03 00:00:00,sess_01459,{}
evt_001512,user_0773,feature_used,2023-08-14 00:00:00,sess_01793,{}
evt_001513,user_0566,feature_used,2023-01-14 00:00:00,sess_00192,{}
evt_001514,user_0334,export,2023-04-03 00:00:00,sess_02308,{}
evt_001515,user_0625,export,2023-11-28 00:00:00,sess_00647,{}
evt_001516,user_0524,settings_change,2023-05-19 00:00:00,sess_02747,{}
evt_001517,user_0946,login,2023-07-20 00:00:00,sess_01955,{}
evt_001518,user_0052,api_call,2023-07-01 00:00:00,sess_00483,{}
evt_001519,user_0828,page_view,2023-08-05 00:00:00,sess_01750,{}
evt_001520,user_0942,login,2023-04-01 00:00:00,sess_02762,{}
evt_001521,user_0724,login,2023-06-20 00:00:00,sess_01451,{}
evt_001522,user_0975,export,2023-12-04 00:00:00,sess_01631,{}
evt_001523,user_0672,page_view,2023-08-04 00:00:00,sess_01160,{}
evt_001524,user_0395,export,2023-05-16 00:00:00,sess_00105,{}
evt_001525,user_0536,api_call,2023-08-16 00:00:00,sess_02298,{}
evt_001526,user_0405,feature_used,2023-07-02 00:00:00,sess_00996,{}
evt_001527,user_0426,api_call,2023-03-06 00:00:00,sess_02351,{}
evt_001528,user_0816,feature_used,2023-07-24 00:00:00,sess_02056,{}
evt_001529,user_0043,export,2023-05-13 00:00:00,sess_00620,{}
evt_001530,user_0788,login,2023-10-22 00:00:00,sess_00091,{}
evt_001531,user_0065,page_view,2023-04-20 00:00:00,sess_02969,{}
evt_001532,user_0694,login,2023-03-25 00:00:00,sess_01669,{}
evt_001533,user_0223,export,2023-01-01 00:00:00,sess_01019,{}
evt_001534,user_0266,api_call,2023-02-18 00:00:00,sess_02869,{}
evt_001535,user_0173,api_call,2023-05-23 00:00:00,sess_00593,{}
evt_001536,user_0648,page_view,2023-11-29 00:00:00,sess_00792,{}
evt_001537,user_0286,page_view,2023-08-02 00:00:00,sess_00259,{}
evt_001538,user_0776,export,2023-02-03 00:00:00,sess_02868,{}
evt_001539,user_0565,login,2023-11-19 00:00:00,sess_02217,{}
evt_001540,user_0764,page_view,2023-08-25 00:00:00,sess_00397,{}
evt_001541,user_0463,api_call,2023-02-23 00:00:00,sess_01338,{}
evt_001542,user_0962,export,2023-05-16 00:00:00,sess_02526,{}
evt_001543,user_0649,feature_used,2023-10-25 00:00:00,sess_02534,{}
evt_001544,user_0326,login,2023-06-09 00:00:00,sess_00370,{}
evt_001545,user_0617,api_call,2023-12-04 00:00:00,sess_00509,{}
evt_001546,user_0756,login,2023-01-30 00:00:00,sess_01957,{}
evt_001547,user_0258,settings_change,2023-12-22 00:00:00,sess_00465,{}
evt_001548,user_0081,export,2023-02-01 00:00:00,sess_02442,{}
evt_001549,user_0808,login,2023-04-17 00:00:00,sess_01019,{}
evt_001550,user_0743,settings_change,2023-09-21 00:00:00,sess_01343,{}
evt_001551,user_0058,export,2023-01-26 00:00:00,sess_02688,{}
evt_001552,user_0314,feature_used,2023-10-25 00:00:00,sess_00193,{}
evt_001553,user_0395,export,2023-05-21 00:00:00,sess_02281,{}
evt_001554,user_0451,export,2023-06-17 00:00:00,sess_00663,{}
evt_001555,,api_call,2023-07-06 00:00:00,sess_01815,{}
evt_001556,user_0934,page_view,2023-06-07 00:00:00,sess_00788,{}
evt_001557,user_0843,login,2023-03-08 00:00:00,sess_01514,{}
evt_001558,user_0424,export,2023-11-21 00:00:00,sess_01716,{}
evt_001559,user_0302,page_view,2023-11-20 00:00:00,sess_02492,{}
evt_001560,user_0968,legacy_click,2023-12-12 00:00:00,sess_00765,{}
evt_001561,user_0158,api_call,2023-08-20 00:00:00,sess_01960,{}
evt_001562,user_0496,api_call,2023-06-11 00:00:00,sess_01599,{}
evt_001563,user_0081,feature_used,2023-02-21 00:00:00,sess_02062,{}
evt_001564,user_0263,login,2023-11-24 00:00:00,sess_00026,{}
evt_001565,user_0563,page_view,2023-10-29 00:00:00,sess_01971,{}
evt_001566,user_0586,feature_used,2023-02-10 00:00:00,sess_02440,{}
evt_001567,user_0375,export,2023-01-07 00:00:00,sess_00553,{}
evt_001568,user_0428,api_call,2023-11-23 00:00:00,sess_00604,{}
evt_001569,user_0962,feature_used,2023-09-28 00:00:00,sess_01961,{}
evt_001570,user_0450,api_call,2023-07-17 00:00:00,sess_01890,{}
evt_001571,user_0857,settings_change,2023-05-16 00:00:00,sess_01269,{}
evt_001572,user_0704,login,2023-04-30 00:00:00,sess_01038,{}
evt_001573,user_0788,api_call,2023-12-13 00:00:00,sess_01252,{}
evt_001574,user_0298,settings_change,2023-03-16 00:00:00,sess_00315,{}
evt_001575,user_0989,feature_used,2024-01-01 00:00:00,sess_02201,{}
evt_001576,user_0772,settings_change,2023-12-16 00:00:00,sess_00348,{}
evt_001577,user_0943,export,2023-05-05 00:00:00,sess_02643,{}
evt_001578,user_0778,feature_used,2023-01-16 00:00:00,sess_02274,{}
evt_001579,user_0718,feature_used,2023-09-01 00:00:00,sess_00052,{}
evt_001580,user_0063,page_view,2023-07-18 00:00:00,sess_00171,{}
evt_001581,user_0748,settings_change,2023-07-17 00:00:00,sess_00941,{}
evt_001582,user_0572,login,2023-05-17 00:00:00,sess_00940,{}
evt_001583,user_0241,api_call,2023-12-25 00:00:00,sess_00426,{}
evt_001584,user_0749,export,2023-09-16 00:00:00,sess_00275,{}
evt_001585,user_0361,feature_used,2023-05-11 00:00:00,sess_01072,{}
evt_001586,user_0055,login,2023-10-01 00:00:00,sess_00271,{}
evt_001587,user_0651,feature_used,2023-10-10 00:00:00,sess_02629,{}
evt_001588,user_0791,settings_change,2023-05-04 00:00:00,sess_00506,{}
evt_001589,user_0477,login,2023-05-11 00:00:00,sess_01582,{}
evt_001590,user_0595,login,2023-10-28 00:00:00,sess_00635,{}
evt_001591,user_0801,settings_change,2023-06-06 00:00:00,sess_02371,{}
evt_001592,user_0876,export,2023-08-19 00:00:00,sess_01040,{}
evt_001593,user_0038,page_view,2023-11-03 00:00:00,sess_01562,{}
evt_001594,user_0183,api_call,2023-04-15 00:00:00,sess_00928,{}
evt_001595,user_0170,login,2023-10-18 00:00:00,sess_00462,{}
evt_001596,user_0692,login,2023-07-20 00:00:00,sess_02321,{}
evt_001597,user_0180,login,2023-01-26 00:00:00,sess_02282,{}
evt_001598,user_0175,feature_used,2023-03-01 00:00:00,sess_00943,{}
evt_001599,user_0003,page_view,2023-09-25 00:00:00,sess_01778,{}
evt_001600,user_0047,page_view,2023-11-20 00:00:00,sess_02287,{}
evt_001601,user_0709,export,2023-03-04 00:00:00,sess_00343,{}
evt_001602,user_0198,api_call,2023-02-17 00:00:00,sess_02968,{}
evt_001603,user_0580,api_call,2023-11-29 00:00:00,sess_00349,{}
evt_001604,user_0791,page_view,2023-05-22 00:00:00,sess_02255,{}
evt_001605,user_0204,api_call,2023-10-29 00:00:00,sess_02771,{}
evt_001606,user_0036,page_view,2023-01-09 00:00:00,sess_01656,{}
evt_001607,user_0004,api_call,2023-05-23 00:00:00,sess_02410,{}
evt_001608,user_0873,page_view,2023-12-19 00:00:00,sess_01773,{}
evt_001609,user_0701,export,2023-02-17 00:00:00,sess_02652,{}
evt_001610,user_0389,api_call,2023-12-29 00:00:00,sess_00921,{}
evt_001611,user_0002,export,2023-02-21 00:00:00,sess_02423,{}
evt_001612,user_0650,export,2023-11-11 00:00:00,sess_02301,{}
evt_001613,user_0450,export,2023-05-31 00:00:00,sess_01548,{}
evt_001614,user_0595,login,2023-03-23 00:00:00,sess_01881,{}
evt_001615,user_0553,feature_used,2023-10-13 00:00:00,sess_02603,{}
evt_001616,user_0494,login,2023-12-05 00:00:00,sess_02517,{}
evt_001617,user_0032,api_call,2023-08-08 00:00:00,sess_01858,{}
evt_001618,user_0598,export,2023-01-12 00:00:00,sess_00970,{}
evt_001619,user_0987,page_view,2023-12-26 00:00:00,sess_02585,{}
evt_001620,user_0586,feature_used,2023-06-04 00:00:00,sess_00024,{}
evt_001621,user_0939,login,2023-03-13 00:00:00,sess_01889,{}
evt_001622,user_0535,api_call,2023-03-02 00:00:00,sess_01872,{}
evt_001623,user_0093,settings_change,2023-09-07 00:00:00,sess_02467,{}
evt_001624,user_0077,page_view,2023-11-27 00:00:00,sess_01149,{}
evt_001625,user_0746,login,2023-03-12 00:00:00,sess_00726,{}
evt_001626,user_0633,export,2023-10-28 00:00:00,sess_00219,{}
evt_001627,user_0921,api_call,2023-07-07 00:00:00,sess_00541,{}
evt_001628,user_0580,api_call,2023-07-10 00:00:00,sess_00186,{}
evt_001629,user_0817,login,2023-10-23 00:00:00,sess_01504,{}
evt_001630,user_0001,settings_change,2023-01-26 00:00:00,sess_01636,{}
evt_001631,user_0738,api_call,2023-01-28 00:00:00,sess_00866,{}
evt_001632,user_0291,export,2023-09-15 00:00:00,sess_02294,{}
evt_001633,user_0929,settings_change,2023-05-24 00:00:00,sess_00365,{}
evt_001634,user_0684,login,2023-12-19 00:00:00,sess_01854,{}
evt_001635,user_0141,export,2023-10-05 00:00:00,sess_01973,{}
evt_001636,user_0824,api_call,2023-11-25 00:00:00,sess_00242,{}
evt_001637,user_0603,api_call,2023-11-09 00:00:00,sess_01900,{}
evt_001638,user_0112,settings_change,2023-04-06 00:00:00,sess_00179,{}
evt_001639,user_0238,export,2023-10-19 00:00:00,sess_00180,{}
evt_001640,user_0073,export,2023-12-15 00:00:00,sess_01982,{}
evt_001641,user_0734,settings_change,2023-09-16 00:00:00,sess_01280,{}
evt_001642,user_0342,settings_change,2023-11-27 00:00:00,sess_02325,{}
evt_001643,user_0433,login,2023-04-20 00:00:00,sess_00539,{}
evt_001644,user_0291,export,2023-07-31 00:00:00,sess_02558,{}
evt_001645,user_0540,feature_used,2023-04-14 00:00:00,sess_02206,{}
evt_001646,user_0944,settings_change,2023-01-19 00:00:00,sess_00186,{}
evt_001647,user_0812,login,2023-07-26 00:00:00,sess_00751,{}
evt_001648,user_0934,api_call,2023-07-04 00:00:00,sess_02147,{}
evt_001649,user_0862,feature_used,2023-03-19 00:00:00,sess_00248,{}
evt_001650,user_0285,login,2023-08-08 00:00:00,sess_02410,{}
evt_001651,user_0751,api_call,2023-10-05 00:00:00,sess_02242,{}
evt_001652,user_0185,api_call,2023-07-15 00:00:00,sess_01221,{}
evt_001653,user_0143,login,2023-06-21 00:00:00,sess_01820,{}
evt_001654,user_0738,page_view,2023-08-18 00:00:00,sess_01444,{}
evt_001655,user_0416,feature_used,2023-04-04 00:00:00,sess_00040,{}
evt_001656,user_0567,api_call,2023-06-16 00:00:00,sess_02021,{}
evt_001657,user_0323,settings_change,2023-11-04 00:00:00,sess_00957,{}
evt_001658,user_0086,page_view,2023-09-17 00:00:00,sess_02462,{}
evt_001659,user_0020,feature_used,2023-06-01 00:00:00,sess_02794,{}
evt_001660,user_0720,settings_change,2023-11-21 00:00:00,sess_02938,{}
evt_001661,user_0962,feature_used,2023-05-18 00:00:00,sess_02796,{}
evt_001662,user_0001,page_view,2023-04-04 00:00:00,sess_01286,{}
evt_001663,user_0942,login,2023-01-31 00:00:00,sess_01711,{}
evt_001664,user_0733,page_view,2023-02-26 00:00:00,sess_02947,{}
evt_001665,user_0949,api_call,2023-12-02 00:00:00,sess_02410,{}
evt_001666,user_0665,login,2023-08-13 00:00:00,sess_02017,{}
evt_001667,user_0463,settings_change,2023-03-08 00:00:00,sess_02256,{}
evt_001668,user_0370,settings_change,2023-12-12 00:00:00,sess_00115,{}
evt_001669,user_0699,page_view,2023-07-21 00:00:00,sess_02548,{}
evt_001670,user_0317,settings_change,2023-12-20 00:00:00,sess_00013,{}
evt_001671,user_0130,page_view,2023-08-08 00:00:00,sess_02506,{}
evt_001672,user_0796,api_call,2023-10-05 00:00:00,sess_02513,{}
evt_001673,user_0231,settings_change,2023-11-12 00:00:00,sess_00714,{}
evt_001674,user_0376,api_call,2023-05-05 00:00:00,sess_02323,{}
evt_001675,user_0047,api_call,2023-01-18 00:00:00,sess_01995,{}
evt_001676,user_0606,page_view,2023-07-23 00:00:00,sess_02243,{}
evt_001677,user_0573,export,2023-09-02 00:00:00,sess_02849,{}
evt_001678,user_0501,login,2023-12-15 00:00:00,sess_00893,{}
evt_001679,user_0598,api_call,2023-12-24 00:00:00,sess_00922,{}
evt_001680,user_0412,export,2023-03-22 00:00:00,sess_00033,{}
evt_001681,user_0665,api_call,2023-02-07 00:00:00,sess_01555,{}
evt_001682,user_0134,export,2023-02-24 00:00:00,sess_01044,{}
evt_001683,user_0063,settings_change,2023-10-21 00:00:00,sess_00613,{}
evt_001684,user_0231,api_call,2023-02-18 00:00:00,sess_00131,{}
evt_001685,user_0675,export,2023-01-24 00:00:00,sess_00024,{}
evt_001686,user_0567,login,2023-09-19 00:00:00,sess_00058,{}
evt_001687,user_0945,page_view,2023-07-21 00:00:00,sess_00558,{}
evt_001688,user_0007,api_call,2023-06-21 00:00:00,sess_02305,{}
evt_001689,user_0570,export,2023-10-17 00:00:00,sess_00701,{}
evt_001690,user_0622,export,2023-07-22 00:00:00,sess_00985,{}
evt_001691,user_0842,feature_used,2023-12-22 00:00:00,sess_01516,{}
evt_001692,user_0196,page_view,2023-08-26 00:00:00,sess_02441,{}
evt_001693,user_0950,export,2023-06-26 00:00:00,sess_02924,{}
evt_001694,user_0007,feature_used,2023-12-25 00:00:00,sess_02651,{}
evt_001695,user_0759,settings_change,2023-06-30 00:00:00,sess_00510,{}
evt_001696,user_0952,export,2023-12-18 00:00:00,sess_00387,{}
evt_001697,user_0810,page_view,2023-04-19 00:00:00,sess_01362,{}
evt_001698,user_0084,settings_change,2023-06-10 00:00:00,sess_01900,{}
evt_001699,user_0492,feature_used,2023-02-18 00:00:00,sess_02117,{}
evt_001700,user_0052,api_call,2023-09-03 00:00:00,sess_02865,{}
evt_001701,user_0226,page_view,2023-07-12 00:00:00,sess_02083,{}
evt_001702,user_0502,feature_used,2023-05-22 00:00:00,sess_01274,{}
evt_001703,user_0690,page_view,2023-03-12 00:00:00,sess_01953,{}
evt_001704,user_0056,feature_used,2023-11-11 00:00:00,sess_00523,{}
evt_001705,user_0877,feature_used,2023-03-21 00:00:00,sess_00364,{}
evt_001706,user_0509,api_call,2023-03-09 00:00:00,sess_02150,{}
evt_001707,user_0068,export,2023-07-04 00:00:00,sess_02911,{}
evt_001708,user_0011,settings_change,2023-11-18 00:00:00,sess_00523,{}
evt_001709,user_0217,page_view,2024-01-01 00:00:00,sess_00898,{}
evt_001710,user_0134,settings_change,2023-07-03 00:00:00,sess_00423,{}
evt_001711,user_0752,feature_used,2023-03-08 00:00:00,sess_01712,{}
evt_001712,user_0049,export,2023-04-11 00:00:00,sess_00236,{}
evt_001713,user_0831,login,2023-08-14 00:00:00,sess_01458,{}
evt_001714,user_0613,page_view,2023-04-25 00:00:00,sess_00291,{}
evt_001715,user_0684,feature_used,2023-02-15 00:00:00,sess_02809,{}
evt_001716,user_0076,export,2023-11-08 00:00:00,sess_00652,{}
evt_001717,user_0557,feature_used,2023-01-15 00:00:00,sess_02217,{}
evt_001718,user_0069,login,2023-03-25 00:00:00,sess_00333,{}
evt_001719,user_0212,page_view,2023-01-08 00:00:00,sess_01503,{}
evt_001720,user_0927,api_call,2023-08-02 00:00:00,sess_00167,{}
evt_001721,user_0734,export,2023-02-13 00:00:00,sess_01613,{}
evt_001722,user_0062,api_call,2023-05-11 00:00:00,sess_00149,{}
evt_001723,user_0451,export,2023-12-17 00:00:00,sess_00773,{}
evt_001724,user_0595,export,2023-06-04 00:00:00,sess_01544,{}
evt_001725,user_0199,feature_used,2023-07-17 00:00:00,sess_00482,{}
evt_001726,user_0153,api_call,2023-07-30 00:00:00,sess_01408,{}
evt_001727,user_0582,settings_change,2023-12-11 00:00:00,sess_02782,{}
evt_001728,user_0538,settings_change,2023-01-21 00:00:00,sess_02020,{}
evt_001729,user_0623,settings_change,2023-11-15 00:00:00,sess_02620,{}
evt_001730,user_0325,settings_change,2023-11-04 00:00:00,sess_01558,{}
evt_001731,user_0210,login,2023-05-03 00:00:00,sess_01154,{}
evt_001732,user_0196,api_call,2023-07-06 00:00:00,sess_00922,{}
evt_001733,user_0995,feature_used,2023-01-18 00:00:00,sess_00318,{}
evt_001734,user_0873,api_call,2023-09-28 00:00:00,sess_00115,{}
evt_001735,user_0753,api_call,2023-08-28 00:00:00,sess_02826,{}
evt_001736,user_0281,export,2023-08-21 00:00:00,sess_02917,{}
evt_001737,user_0835,api_call,2023-11-22 00:00:00,sess_01477,{}
evt_001738,user_0457,api_call,2023-05-19 00:00:00,sess_02983,{}
evt_001739,user_0527,export,2023-02-02 00:00:00,sess_01149,{}
evt_001740,user_0185,api_call,2023-01-12 00:00:00,sess_00033,{}
evt_001741,user_0968,login,2023-06-06 00:00:00,sess_01400,{}
evt_001742,user_0418,login,2023-07-10 00:00:00,sess_01627,{}
evt_001743,user_0467,feature_used,2023-05-03 00:00:00,sess_01132,{}
evt_001744,user_0386,settings_change,2023-03-02 00:00:00,sess_01577,{}
evt_001745,user_0852,api_call,2023-12-08 00:00:00,sess_02231,{}
evt_001746,user_0259,feature_used,2023-03-01 00:00:00,sess_01298,{}
evt_001747,user_0223,settings_change,2023-08-20 00:00:00,sess_00902,{}
evt_001748,user_0478,feature_used,2023-12-15 00:00:00,sess_02188,{}
evt_001749,user_0766,page_view,2023-09-29 00:00:00,sess_00685,{}
evt_001750,user_0124,page_view,2023-10-09 00:00:00,sess_02282,{}
evt_001751,user_0164,feature_used,2023-12-03 00:00:00,sess_00722,{}
evt_001752,user_0948,login,2023-05-13 00:00:00,sess_02787,{}
evt_001753,user_0712,export,2023-09-12 00:00:00,sess_00671,{}
evt_001754,user_0978,settings_change,2023-09-28 00:00:00,sess_01399,{}
evt_001755,user_0859,feature_used,2023-08-16 00:00:00,sess_00541,{}
evt_001756,user_0419,settings_change,2023-04-07 00:00:00,sess_00014,{}
evt_001757,user_0953,page_view,2023-01-24 00:00:00,sess_01463,{}
evt_001758,user_0852,export,2023-02-02 00:00:00,sess_01506,{}
evt_001759,user_0544,settings_change,2023-01-19 00:00:00,sess_00623,{}
evt_001760,user_0715,feature_used,2023-02-03 00:00:00,sess_01310,{}
evt_001761,user_0886,feature_used,2023-01-14 00:00:00,sess_00929,{}
evt_001762,user_0725,page_view,2023-04-22 00:00:00,sess_02571,{}
evt_001763,user_0518,feature_used,2023-04-12 00:00:00,sess_01549,{}
evt_001764,user_0367,settings_change,2023-07-20 00:00:00,sess_02953,{}
evt_001765,user_0677,feature_used,2023-11-20 00:00:00,sess_01009,{}
evt_001766,user_0753,api_call,2023-06-30 00:00:00,sess_00874,{}
evt_001767,user_0154,feature_used,2023-12-21 00:00:00,sess_02865,{}
evt_001768,user_0936,login,2023-03-31 00:00:00,sess_01490,{}
evt_001769,user_0724,settings_change,2023-04-24 00:00:00,sess_00530,{}
evt_001770,user_0447,page_view,2023-01-18 00:00:00,sess_00376,{}
evt_001771,user_0578,export,2023-04-06 00:00:00,sess_02040,{}
evt_001772,user_0124,login,2023-04-13 00:00:00,sess_00405,{}
evt_001773,,page_view,2023-02-21 00:00:00,sess_02268,{}
evt_001774,user_0585,settings_change,2023-04-04 00:00:00,sess_02020,{}
evt_001775,user_0881,settings_change,2023-12-29 00:00:00,sess_01058,{}
evt_001776,user_0500,feature_used,2023-05-15 00:00:00,sess_00860,{}
evt_001777,user_0226,settings_change,2023-03-14 00:00:00,sess_02917,{}
evt_001778,user_0666,page_view,2023-05-30 00:00:00,sess_01418,{}
evt_001779,user_0703,settings_change,2023-12-07 00:00:00,sess_00755,{}
evt_001780,user_0370,export,2023-04-04 00:00:00,sess_00865,{}
evt_001781,user_0051,export,2023-11-22 00:00:00,sess_01003,{}
evt_001782,user_0680,page_view,2023-05-20 00:00:00,sess_02015,{}
