payment_id,user_id,subscription_id,amount_usd,currency,refund_flag,payment_date,payment_method
pay_00964,user_0195,sub_0194,149,USD,False,2023-04-05,wire
pay_00965,user_0195,sub_0194,149,USD,False,2023-10-21,ach
pay_00966,user_0196,sub_0195,149,USD,False,2023-06-01,card
pay_00967,user_0196,sub_0195,149,USD,False,2023-11-04,ach
pay_00968,user_0196,sub_0195,149,EUR,False,2023-05-23,wire
pay_00969,user_0196,sub_0195,149,USD,False,2023-06-24,card
pay_00970,user_0196,sub_0195,149,USD,False,2023-06-05,ach
pay_00971,user_0196,sub_0195,149,USD,False,2023-12-30,ach
pay_00972,user_0196,sub_0195,149,USD,False,2023-10-07,wire
pay_00973,user_0196,sub_0195,149,USD,False,2023-02-02,card
pay_00974,user_0196,sub_0195,149,USD,False,2023-10-16,card
pay_00975,user_0196,sub_0195,149,USD,False,2023-03-03,wire
pay_00976,user_0196,sub_0195,149,USD,False,2023-07-15,card
pay_00977,user_0197,sub_0196,599,USD,False,2023-08-11,ach
pay_00978,user_0197,sub_0196,599,USD,False,2023-07-08,ach
pay_00979,user_0197,sub_0196,599,USD,False,2023-04-24,card
pay_00980,user_0197,sub_0196,599,USD,False,2023-12-14,card
pay_00981,user_0200,sub_0199,599,USD,False,2023-01-21,card
pay_00982,user_0200,sub_0199,599,USD,False,2023-01-07,ach
pay_00983,user_0200,sub_0199,599,USD,False,2023-06-18,wire
pay_00984,user_0200,sub_0199,599,USD,False,2023-02-16,ach
pay_00985,user_0201,sub_0200,149,USD,False,2023-04-18,ach
pay_00986,user_0201,sub_0200,149,USD,False,2023-12-20,wire
pay_00987,user_0201,sub_0200,149,USD,False,2023-11-12,ach
pay_00988,user_0201,sub_0200,149,USD,False,2023-08-31,ach
pay_00989,user_0201,sub_0200,149,USD,False,2023-07-21,card
pay_00990,user_0201,sub_0200,149,USD,False,2023-07-06,ach
pay_00991,user_0201,sub_0200,149,USD,False,2023-08-26,ach
pay_00992,user_0203,sub_0202,-599,USD,False,2023-07-16,ach
pay_00993,user_0203,sub_0202,599,USD,False,2023-08-18,card
pay_00994,user_0203,sub_0202,599,USD,False,2023-07-29,ach
pay_00995,user_0203,sub_0202,599,USD,False,2023-11-12,card
pay_00996,user_0203,sub_0202,599,USD,False,2023-07-28,card
pay_00997,user_0206,sub_0205,149,USD,False,2023-11-04,card
pay_00998,user_0206,sub_0205,149,USD,False,2023-06-26,ach
pay_00999,user_0206,sub_0205,149,USD,False,2023-09-12,wire
pay_01000,user_0206,sub_0205,149,USD,False,2023-11-19,ach
pay_01001,user_0207,sub_0206,49,USD,False,2023-12-25,card
pay_01002,user_0207,sub_0206,49,USD,False,2023-03-01,card
pay_01003,user_0208,sub_0207,149,USD,False,2023-09-02,ach
pay_01004,user_0208,sub_0207,149,USD,False,2023-04-20,ach
pay_01005,user_0208,sub_0207,149,USD,False,2023-04-15,ach
pay_01006,user_0208,sub_0207,149,USD,False,2023-02-21,ach
pay_01007,user_0208,sub_0207,149,USD,False,2023-12-06,ach
pay_01008,user_0208,sub_0207,149,USD,False,2023-10-04,wire
pay_01009,user_0208,sub_0207,149,USD,False,2023-12-14,ach
pay_01010,user_0208,sub_0207,149,USD,False,2023-07-15,ach
pay_01011,user_0209,sub_0208,49,USD,False,2023-01-04,wire
pay_01012,user_0209,sub_0208,49,USD,False,2023-08-20,ach
pay_01013,user_0209,sub_0208,49,USD,False,2023-01-14,card
pay_01014,user_0209,sub_0208,49,USD,False,2023-04-14,wire
pay_01015,user_0209,sub_0208,49,USD,False,2023-10-03,ach
pay_01016,user_0209,sub_0208,49,USD,False,2023-02-20,wire
pay_01017,user_0209,sub_0208,49,USD,False,2023-08-22,card
pay_01018,user_0209,sub_0208,49,USD,False,2023-06-22,ach
pay_01019,user_0209,sub_0208,49,USD,False,2023-11-07,card
pay_01020,user_0212,sub_0211,149,USD,False,2023-01-23,ach
pay_01021,user_0212,sub_0211,149,USD,False,2023-09-11,card
pay_01022,user_0212,sub_0211,149,USD,False,2023-07-31,ach
pay_01023,user_0212,sub_0211,149,USD,False,2023-05-13,ach
pay_01024,user_0212,sub_0211,149,USD,False,2023-12-21,wire
pay_01025,user_0212,sub_0211,149,USD,False,2023-03-02,ach
pay_01026,user_0212,sub_0211,149,USD,False,2023-03-22,ach
pay_01027,user_0213,sub_0212,49,USD,False,2023-03-07,card
pay_01028,user_0213,sub_0212,49,USD,False,2023-12-28,ach
pay_01029,user_0214,sub_0213,149,USD,False,2023-12-19,ach
pay_01030,user_0214,sub_0213,149,USD,False,2023-08-09,ach
pay_01031,user_0214,sub_0213,149,USD,False,2023-08-05,card
pay_01032,user_0214,sub_0213,149,USD,False,2023-02-07,card
pay_01033,user_0214,sub_0213,149,USD,False,2023-06-24,wire
pay_01034,user_0214,sub_0213,149,USD,False,2023-10-15,card
pay_01035,user_0216,sub_0215,49,USD,False,2023-09-09,card
pay_01036,user_0216,sub_0215,49,USD,False,2023-03-01,ach
pay_01037,user_0216,sub_0215,49,USD,False,2023-09-05,card
pay_01038,user_0216,sub_0215,49,USD,False,2023-11-28,wire
pay_01039,user_0218,sub_0217,599,USD,False,2023-11-03,wire
pay_01040,user_0219,sub_0218,599,USD,False,2023-07-23,wire
pay_01041,user_0219,sub_0218,599,USD,False,2023-11-13,wire
pay_01042,user_0219,sub_0218,599,USD,False,2023-10-20,card
pay_01043,user_0219,sub_0218,599,USD,False,2023-01-07,wire
pay_01044,user_0220,sub_0219,599,USD,False,2023-07-17,card
pay_01045,user_0220,sub_0219,599,USD,False,2023-01-15,ach
pay_01046,user_0220,sub_0219,599,USD,False,2023-05-18,card
pay_01047,user_0220,sub_0219,599,USD,False,2023-07-27,wire
pay_01048,user_0220,sub_0219,599,USD,False,2023-04-14,card
pay_01049,user_0220,sub_0219,599,USD,False,2023-09-27,ach
pay_01050,user_0220,sub_0219,599,USD,False,2023-02-15,wire
pay_01051,user_0220,sub_0219,599,USD,False,2023-01-07,ach
pay_01052,user_0220,sub_0219,599,USD,False,2023-09-21,wire
pay_01053,user_0220,sub_0219,599,USD,False,2023-12-01,ach
pay_01054,user_0221,sub_0220,149,USD,False,2023-09-25,wire
pay_01055,user_0221,sub_0220,149,USD,False,2023-12-29,ach
pay_01056,user_0221,sub_0220,149,USD,False,2023-03-28,ach
pay_01057,user_0221,sub_0220,149,USD,False,2023-08-24,card
pay_01058,user_0221,sub_0220,149,USD,False,2023-11-03,card
pay_01059,user_0222,sub_0221,149,USD,False,2023-12-09,ach
pay_01060,user_0222,sub_0221,149,USD,False,2023-12-18,ach
pay_01061,user_0222,sub_0221,149,USD,False,2023-11-13,card
pay_01062,user_0222,sub_0221,149,USD,False,2023-04-14,wire
pay_01063,user_0222,sub_0221,149,USD,False,2023-11-04,ach
pay_01064,user_0222,sub_0221,149,USD,False,2023-05-22,wire
pay_01065,user_0222,sub_0221,149,USD,False,2023-11-24,wire
pay_01066,user_0222,sub_0221,149,USD,False,2023-11-24,ach
pay_01067,user_0223,sub_0222,599,USD,False,2023-07-03,card
pay_01068,user_0223,sub_0222,599,USD,False,2023-07-30,card
pay_01069,user_0223,sub_0222,599,USD,False,2023-08-11,card
pay_01070,user_0223,sub_0222,599,USD,False,2023-05-05,card
pay_01071,user_0223,sub_0222,599,USD,False,2023-10-14,ach
pay_01072,user_0223,sub_0222,599,USD,False,2023-07-21,wire
pay_01073,user_0223,sub_0222,599,USD,False,2023-01-21,wire
pay_01074,user_0224,sub_0223,599,USD,False,2023-02-28,ach
pay_01075,user_0224,sub_0223,599,USD,False,2023-05-05,ach
pay_01076,user_0224,sub_0223,599,USD,False,2023-08-08,card
pay_01077,user_0224,sub_0223,599,USD,False,2023-06-14,ach
pay_01078,user_0224,sub_0223,599,USD,False,2023-05-15,card
pay_01079,user_0224,sub_0223,599,USD,False,2023-02-15,card
pay_01080,user_0224,sub_0223,-599,USD,False,2023-09-07,ach
pay_01081,user_0224,sub_0223,599,USD,False,2023-04-23,wire
pay_01082,user_0224,sub_0223,599,EUR,False,2023-09-16,card
pay_01083,user_0224,sub_0223,599,USD,False,2023-03-10,wire
pay_01084,user_0224,sub_0223,599,USD,False,2023-03-14,ach
pay_01085,user_0224,sub_0223,599,USD,False,2023-12-19,ach
pay_01086,user_0225,sub_0224,599,USD,False,2023-01-26,ach
pay_01087,user_0225,sub_0224,599,USD,False,2023-01-29,ach
pay_01088,user_0225,sub_0224,-599,USD,False,2023-12-11,wire
pay_01089,user_0225,sub_0224,599,USD,False,2023-08-12,ach
pay_01090,user_0226,sub_0225,599,USD,False,2023-06-15,wire
pay_01091,user_0226,sub_0225,599,USD,False,2023-12-02,ach
pay_01092,user_0226,sub_0225,599,USD,False,2023-12-11,card
pay_01093,user_0226,sub_0225,599,USD,False,2023-11-29,wire
pay_01094,user_0226,sub_0225,599,USD,False,2023-07-19,card
pay_01095,user_0227,sub_0226,149,USD,False,2023-12-23,wire
pay_01096,user_0227,sub_0226,149,USD,False,2023-03-25,card
pay_01097,user_0227,sub_0226,149,USD,False,2023-04-27,ach
pay_01098,user_0227,sub_0226,149,USD,False,2023-05-25,ach
pay_01099,user_0227,sub_0226,149,USD,False,2023-10-05,card
pay_01100,user_0227,sub_0226,149,USD,False,2023-04-12,ach
pay_01101,user_0227,sub_0226,-149,USD,False,2023-05-20,card
pay_01102,user_0228,sub_0227,599,USD,False,2023-11-09,ach
pay_01103,user_0229,sub_0228,49,USD,False,2023-03-11,ach
pay_01104,user_0229,sub_0228,49,USD,False,2023-02-21,wire
pay_01105,user_0229,sub_0228,49,USD,False,2023-10-13,wire
pay_01106,user_0229,sub_0228,49,USD,False,2023-02-03,ach
pay_01107,user_0229,sub_0228,49,USD,False,2023-09-11,wire
pay_01108,user_0229,sub_0228,49,USD,False,2023-04-10,wire
pay_01109,user_0229,sub_0228,49,USD,False,2023-07-13,ach
pay_01110,user_0229,sub_0228,49,USD,False,2023-09-29,card
pay_01111,user_0229,sub_0228,49,USD,False,2023-01-14,wire
pay_01112,user_0229,sub_0228,49,USD,False,2023-05-03,wire
pay_01113,user_0229,sub_0228,49,USD,False,2023-05-29,ach
pay_01114,user_0229,sub_0228,49,USD,False,2023-09-17,wire
pay_01115,user_0230,sub_0229,-49,USD,False,2023-03-27,ach
pay_01116,user_0230,sub_0229,49,USD,False,2023-05-17,wire
pay_01117,user_0230,sub_0229,49,USD,False,2023-05-10,card
pay_01118,user_0230,sub_0229,49,USD,False,2023-09-20,wire
pay_01119,user_0230,sub_0229,49,USD,False,2023-03-30,card
pay_01120,user_0230,sub_0229,49,USD,False,2023-10-06,card
pay_01121,user_0231,sub_0230,599,USD,False,2023-08-22,wire
pay_01122,user_0231,sub_0230,599,USD,False,2023-09-19,wire
pay_01123,user_0231,sub_0230,599,USD,False,2023-03-03,wire
pay_01124,user_0231,sub_0230,599,USD,False,2023-01-26,wire
pay_01125,user_0231,sub_0230,-599,USD,False,2023-07-08,wire
pay_01126,user_0231,sub_0230,599,USD,False,2023-04-28,wire
pay_01127,user_0232,sub_0231,149,USD,False,2023-07-04,ach
pay_01128,user_0232,sub_0231,149,USD,False,2023-08-05,card
pay_01129,user_0232,sub_0231,149,USD,False,2023-12-27,ach
pay_01130,user_0232,sub_0231,149,USD,False,2023-09-21,card
pay_01131,user_0232,sub_0231,149,USD,False,2023-06-21,ach
pay_01132,user_0232,sub_0231,149,USD,False,2023-11-18,wire
pay_01133,user_0232,sub_0231,149,USD,False,2023-04-11,wire
pay_01134,user_0232,sub_0231,149,USD,False,2023-09-21,wire
pay_01135,user_0232,sub_0231,149,USD,False,2023-07-07,card
pay_01136,user_0232,sub_0231,149,USD,False,2023-05-09,ach
pay_01137,user_0232,sub_0231,149,USD,False,2023-12-19,ach
pay_01138,user_0232,sub_0231,149,USD,False,2023-08-16,wire
pay_01139,user_0233,sub_0232,599,USD,False,2023-06-26,wire
pay_01140,user_0233,sub_0232,599,USD,False,2023-05-09,ach
pay_01141,user_0233,sub_0232,599,USD,False,2023-07-09,wire
pay_01142,user_0233,sub_0232,599,USD,False,2023-02-25,ach
pay_01143,user_0233,sub_0232,599,USD,False,2023-05-13,ach
pay_01144,user_0233,sub_0232,599,USD,False,2023-09-17,wire
pay_01145,user_0233,sub_0232,599,USD,False,2023-01-21,ach
pay_01146,user_0233,sub_0232,599,USD,False,2023-09-24,ach
pay_01147,user_0233,sub_0232,599,USD,False,2023-07-14,card
pay_01148,user_0233,sub_0232,599,USD,False,2023-02-12,ach
pay_01149,user_0233,sub_0232,599,USD,False,2023-05-14,card
pay_01150,user_0234,sub_0233,599,USD,False,2023-08-20,ach
pay_01151,user_0234,sub_0233,599,USD,False,2023-03-02,card
pay_01152,user_0234,sub_0233,599,USD,False,2023-03-08,ach
pay_01153,user_0234,sub_0233,599,USD,False,2023-08-05,card
pay_01154,user_0234,sub_0233,599,USD,False,2023-06-24,wire
pay_01155,user_0234,sub_0233,599,USD,False,2023-10-05,wire
pay_01156,user_0234,sub_0233,599,USD,False,2023-06-21,ach
pay_01157,user_0234,sub_0233,599,USD,False,2023-08-24,card
pay_01158,user_0234,sub_0233,599,USD,False,2023-04-23,card
pay_01159,user_0234,sub_0233,599,USD,False,2023-12-13,wire
pay_01160,user_0234,sub_0233,599,USD,False,2023-08-08,card
pay_01161,user_0235,sub_0234,49,USD,False,2023-10-23,wire
pay_01162,user_0235,sub_0234,49,USD,False,2023-05-16,wire
pay_01163,user_0235,sub_0234,49,USD,False,2023-06-28,card
pay_01164,user_0235,sub_0234,49,USD,False,2023-04-15,wire
pay_01165,user_0235,sub_0234,49,USD,False,2023-03-14,wire
pay_01166,user_0235,sub_0234,49,USD,False,2023-03-15,card
pay_01167,user_0236,sub_0235,49,USD,False,2023-08-03,card
pay_01168,user_0236,sub_0235,49,USD,False,2023-12-20,wire
pay_01169,user_0236,sub_0235,49,USD,False,2023-12-29,card
pay_01170,user_0236,sub_0235,49,USD,False,2023-04-04,card
pay_01171,user_0236,sub_0235,49,USD,False,2023-09-08,ach
pay_01172,user_0236,sub_0235,49,USD,False,2023-02-20,card
pay_01173,user_0236,sub_0235,49,USD,False,2023-07-19,wire
pay_01174,user_0236,sub_0235,49,USD,False,2023-08-17,card
pay_01175,user_0238,sub_0237,599,USD,False,2023-12-09,ach
pay_01176,user_0238,sub_0237,599,USD,False,2023-07-16,card
pay_01177,user_0238,sub_0237,599,USD,False,2023-04-12,wire
pay_01178,user_0238,sub_0237,599,USD,False,2023-03-14,wire
pay_01179,user_0238,sub_0237,599,USD,False,2023-07-21,card
pay_01180,user_0238,sub_0237,599,USD,False,2023-02-03,wire
pay_01181,user_0238,sub_0237,599,USD,False,2023-05-24,wire
pay_01182,user_0238,sub_0237,599,USD,False,2023-03-08,ach
pay_01183,user_0238,sub_0237,599,USD,False,2023-12-09,wire
pay_01184,user_0239,sub_0238,149,USD,False,2023-10-05,wire
pay_01185,user_0239,sub_0238,149,USD,False,2023-11-24,card
pay_01186,user_0239,sub_0238,149,USD,False,2023-09-18,ach
pay_01187,user_0239,sub_0238,149,USD,False,2023-03-23,card
pay_01188,user_0240,sub_0239,149,USD,False,2023-05-09,wire
pay_01189,user_0240,sub_0239,149,USD,False,2023-08-28,wire
pay_01190,user_0240,sub_0239,149,USD,False,2023-04-27,wire
pay_01191,user_0240,sub_0239,149,USD,False,2023-02-09,ach
pay_01192,user_0240,sub_0239,149,USD,False,2023-04-19,wire
pay_01193,user_0241,sub_0240,599,USD,False,2023-04-13,wire
pay_01194,user_0241,sub_0240,599,USD,False,2023-04-07,card
pay_01195,user_0241,sub_0240,599,USD,False,2023-01-27,wire
pay_01196,user_0242,sub_0241,599,USD,False,2023-05-27,wire
pay_01197,user_0242,sub_0241,599,USD,False,2023-03-16,card
pay_01198,user_0243,sub_0242,49,USD,False,2023-04-30,ach
pay_01199,user_0243,sub_0242,49,USD,False,2023-03-07,card
pay_01200,user_0243,sub_0242,49,USD,False,2023-09-17,ach
pay_01201,user_0243,sub_0242,49,USD,False,2023-05-22,wire
pay_01202,user_0243,sub_0242,49,USD,False,2023-10-16,ach
pay_01203,user_0243,sub_0242,49,USD,False,2023-06-10,card
pay_01204,user_0243,sub_0242,49,USD,False,2023-01-15,card
pay_01205,user_0243,sub_0242,49,USD,False,2023-03-22,ach
pay_01206,user_0243,sub_0242,49,USD,False,2023-03-19,card
pay_01207,user_0245,sub_0244,49,USD,False,2023-03-19,ach
pay_01208,user_0245,sub_0244,49,USD,False,2023-04-23,ach
pay_01209,user_0245,sub_0244,49,USD,False,2023-11-09,card
pay_01210,user_0245,sub_0244,49,USD,False,2023-08-06,ach
pay_01211,user_0245,sub_0244,49,USD,False,2023-08-01,wire
pay_01212,user_0245,sub_0244,49,USD,False,2023-09-11,card
pay_01213,user_0245,sub_0244,49,USD,False,2023-01-25,ach
pay_01214,user_0245,sub_0244,49,USD,False,2023-10-17,ach
pay_01215,user_0245,sub_0244,49,USD,False,2023-09-05,ach
pay_01216,user_0245,sub_0244,49,USD,False,2023-09-28,wire
pay_01217,user_0245,sub_0244,49,USD,False,2023-12-25,ach
pay_01218,user_0247,sub_0246,49,USD,False,2023-02-17,card
pay_01219,user_0247,sub_0246,49,USD,False,2023-12-13,wire
pay_01220,user_0247,sub_0246,49,USD,False,2023-12-23,wire
pay_01221,user_0247,sub_0246,49,USD,False,2023-02-02,wire
pay_01222,user_0247,sub_0246,49,USD,False,2023-10-07,card
pay_01223,user_0247,sub_0246,49,USD,False,2023-06-18,wire
pay_01224,user_0247,sub_0246,49,USD,False,2023-10-29,card
pay_01225,user_0247,sub_0246,49,USD,False,2023-03-13,card
pay_01226,user_0247,sub_0246,49,USD,False,2023-05-17,card
pay_01227,user_0248,sub_0247,149,USD,False,2023-07-06,ach
pay_01228,user_0248,sub_0247,149,USD,False,2023-04-01,card
pay_01229,user_0248,sub_0247,-149,USD,False,2023-01-10,ach
pay_01230,user_0248,sub_0247,149,USD,False,2023-02-05,wire
pay_01231,user_0248,sub_0247,149,USD,False,2023-12-02,ach
pay_01232,user_0248,sub_0247,149,USD,False,2023-10-30,card
pay_01233,user_0248,sub_0247,149,USD,False,2023-08-16,card
pay_01234,user_0248,sub_0247,149,USD,False,2023-02-02,ach
pay_01235,user_0248,sub_0247,149,USD,False,2023-02-12,card
pay_01236,user_0249,sub_0248,599,USD,False,2023-05-31,card
pay_01237,user_0249,sub_0248,599,USD,False,2023-09-17,card
pay_01238,user_0249,sub_0248,599,USD,False,2023-03-12,card
pay_01239,user_0250,sub_0249,149,USD,False,2023-08-30,card
pay_01240,user_0250,sub_0249,149,USD,False,2023-07-21,wire
pay_01241,user_0251,sub_0250,599,USD,False,2023-12-28,wire
pay_01242,user_0252,sub_0251,49,USD,False,2023-07-18,wire
pay_01243,user_0252,sub_0251,49,USD,False,2023-03-10,card
pay_01244,user_0252,sub_0251,49,USD,False,2023-04-29,ach
pay_01245,user_0254,sub_0253,149,USD,False,2023-09-18,ach
pay_01246,user_0254,sub_0253,149,USD,False,2023-12-27,wire
pay_01247,user_0254,sub_0253,149,USD,False,2023-09-15,card
pay_01248,user_0255,sub_0254,599,USD,False,2023-10-29,ach
pay_01249,user_0255,sub_0254,599,USD,False,2023-04-09,ach
pay_01250,user_0256,sub_0255,49,USD,False,2023-09-16,card
pay_01251,user_0256,sub_0255,49,USD,False,2023-05-25,ach
pay_01252,user_0256,sub_0255,49,USD,False,2023-12-25,wire
pay_01253,user_0256,sub_0255,49,USD,False,2023-12-17,wire
pay_01254,user_0256,sub_0255,49,USD,False,2023-09-13,wire
pay_01255,user_0256,sub_0255,49,USD,False,2023-10-18,card
pay_01256,user_0256,sub_0255,49,USD,False,2023-03-08,wire
pay_01257,user_0256,sub_0255,49,USD,False,2023-04-26,wire
pay_01258,user_0256,sub_0255,49,USD,False,2023-08-23,ach
pay_01259,user_0256,sub_0255,49,USD,False,2023-09-29,ach
pay_01260,user_0258,sub_0257,49,USD,False,2023-05-25,card
pay_01261,user_0259,sub_0258,599,USD,False,2023-06-30,card
pay_01262,user_0259,sub_0258,599,USD,False,2023-04-14,ach
pay_01263,user_0259,sub_0258,599,USD,False,2023-09-02,card
pay_01264,user_0259,sub_0258,599,USD,False,2023-11-25,ach
pay_01265,user_0259,sub_0258,599,USD,False,2023-05-23,wire
pay_01266,user_0259,sub_0258,599,USD,False,2023-02-20,ach
pay_01267,user_0262,sub_0261,599,USD,False,2023-09-11,ach
pay_01268,user_0262,sub_0261,599,USD,False,2023-01-06,card
pay_01269,user_0262,sub_0261,599,USD,False,2023-06-10,ach
pay_01270,user_0262,sub_0261,599,USD,False,2023-03-13,ach
pay_01271,user_0262,sub_0261,599,USD,False,2023-04-20,ach
pay_01272,user_0262,sub_0261,599,USD,False,2023-12-19,wire
pay_01273,user_0262,sub_0261,599,USD,False,2023-03-17,ach
pay_01274,user_0262,sub_0261,599,USD,False,2023-09-01,wire
pay_01275,user_0262,sub_0261,599,USD,False,2023-03-23,ach
pay_01276,user_0263,sub_0262,49,USD,False,2023-11-29,wire
pay_01277,user_0263,sub_0262,49,USD,False,2023-03-25,card
pay_01278,user_0263,sub_0262,49,USD,False,2023-03-15,ach
pay_01279,user_0263,sub_0262,49,USD,False,2023-05-01,ach
pay_01280,user_0263,sub_0262,49,USD,False,2023-11-04,ach
pay_01281,user_0263,sub_0262,49,USD,False,2023-10-22,ach
pay_01282,user_0263,sub_0262,49,USD,False,2023-12-28,wire
pay_01283,user_0263,sub_0262,49,USD,False,2023-12-06,ach
pay_01284,user_0263,sub_0262,49,USD,False,2023-09-10,ach
pay_01285,user_0263,sub_0262,49,USD,False,2023-09-13,wire
pay_01286,user_0264,sub_0263,49,USD,False,2023-09-09,ach
pay_01287,user_0264,sub_0263,49,USD,False,2023-02-05,card
pay_01288,user_0264,sub_0263,49,USD,False,2023-11-19,wire
pay_01289,user_0265,sub_0264,49,USD,False,2023-01-12,ach
pay_01290,user_0265,sub_0264,49,USD,False,2023-11-08,ach
pay_01291,user_0265,sub_0264,49,USD,False,2023-12-19,ach
pay_01292,user_0265,sub_0264,49,USD,False,2023-05-20,wire
pay_01293,user_0265,sub_0264,-49,USD,False,2023-05-05,ach
pay_01294,user_0265,sub_0264,49,USD,False,2023-03-24,ach
pay_01295,user_0265,sub_0264,49,USD,False,2023-02-08,card
pay_01296,user_0265,sub_0264,49,USD,False,2023-11-03,card
pay_01297,user_0265,sub_0264,49,USD,False,2023-11-14,wire
pay_01298,user_0265,sub_0264,49,USD,False,2023-10-12,card
pay_01299,user_0265,sub_0264,49,USD,False,2023-05-15,card
pay_01300,user_0266,sub_0265,599,USD,False,2023-08-31,wire
pay_01301,user_0266,sub_0265,599,USD,False,2023-02-08,wire
pay_01302,user_0266,sub_0265,599,USD,False,2023-05-29,ach
pay_01303,user_0266,sub_0265,599,USD,False,2023-08-04,ach
pay_01304,user_0266,sub_0265,599,USD,False,2023-11-25,wire
pay_01305,user_0266,sub_0265,599,USD,False,2023-05-01,ach
pay_01306,user_0266,sub_0265,599,USD,False,2023-01-01,card
pay_01307,user_0266,sub_0265,599,USD,False,2023-02-23,wire
pay_01308,user_0266,sub_0265,599,USD,False,2023-03-12,wire
pay_01309,user_0268,sub_0267,149,USD,False,2023-09-09,wire
pay_01310,user_0268,sub_0267,149,USD,False,2023-10-28,wire
pay_01311,user_0268,sub_0267,149,USD,False,2023-04-06,wire
pay_01312,user_0268,sub_0267,149,USD,False,2023-12-18,ach
pay_01313,user_0268,sub_0267,149,USD,False,2023-08-31,wire
pay_01314,user_0268,sub_0267,149,USD,False,2023-07-14,ach
pay_01315,user_0268,sub_0267,149,USD,False,2023-04-11,card
pay_01316,user_0268,sub_0267,149,USD,False,2023-04-15,card
pay_01317,user_0268,sub_0267,149,USD,False,2023-07-25,card
pay_01318,user_0268,sub_0267,-149,USD,False,2023-09-07,card
pay_01319,user_0268,sub_0267,149,USD,False,2023-08-02,card
pay_01320,user_0269,sub_0268,49,USD,False,2023-01-15,card
pay_01321,user_0269,sub_0268,49,USD,False,2023-12-24,card
pay_01322,user_0269,sub_0268,49,USD,False,2023-09-19,wire
pay_01323,user_0269,sub_0268,-49,USD,False,2023-11-02,wire
pay_01324,user_0269,sub_0268,49,USD,False,2023-10-14,card
pay_01325,user_0269,sub_0268,49,USD,False,2023-11-18,card
pay_01326,user_0269,sub_0268,49,USD,False,2023-11-25,wire
pay_01327,user_0269,sub_0268,49,USD,False,2023-08-25,card
pay_01328,user_0269,sub_0268,49,USD,False,2023-04-05,ach
pay_01329,user_0269,sub_0268,49,USD,False,2023-04-30,ach
pay_01330,user_0270,sub_0269,49,USD,False,2023-06-16,wire
pay_01331,user_0270,sub_0269,49,USD,False,2023-03-12,ach
pay_01332,user_0270,sub_0269,49,USD,False,2023-02-15,wire
pay_01333,user_0270,sub_0269,49,USD,False,2023-05-06,card
pay_01334,user_0270,sub_0269,49,USD,False,2023-10-15,wire
pay_01335,user_0270,sub_0269,49,USD,False,2023-11-19,card
pay_01336,user_0270,sub_0269,49,USD,False,2023-11-17,card
pay_01337,user_0270,sub_0269,49,USD,False,2023-08-01,ach
pay_01338,user_0270,sub_0269,49,USD,False,2023-02-18,card
pay_01339,user_0271,sub_0270,149,USD,False,2023-05-20,ach
pay_01340,user_0271,sub_0270,149,USD,False,2023-06-28,wire
pay_01341,user_0272,sub_0271,49,USD,False,2023-02-10,card
pay_01342,user_0273,sub_0272,49,USD,False,2023-06-14,wire
pay_01343,user_0273,sub_0272,-49,USD,False,2023-11-18,card
pay_01344,user_0273,sub_0272,49,USD,False,2023-06-15,card
pay_01345,user_0273,sub_0272,49,USD,False,2023-03-26,card
pay_01346,user_0273,sub_0272,49,USD,False,2023-02-08,card
pay_01347,user_0273,sub_0272,49,USD,False,2023-08-22,ach
pay_01348,user_0273,sub_0272,49,USD,False,2023-07-22,ach
pay_01349,user_0273,sub_0272,49,USD,False,2023-01-29,wire
pay_01350,user_0273,sub_0272,49,USD,False,2023-08-13,wire
pay_01351,user_0273,sub_0272,49,USD,False,2023-05-04,ach
pay_01352,user_0277,sub_0276,49,USD,False,2023-07-09,card
pay_01353,user_0277,sub_0276,49,USD,False,2023-12-27,wire
pay_01354,user_0278,sub_0277,149,USD,False,2023-09-11,ach
pay_01355,user_0278,sub_0277,149,USD,False,2023-10-17,ach
pay_01356,user_0278,sub_0277,149,USD,False,2023-06-01,wire
pay_01357,user_0278,sub_0277,149,USD,False,2023-11-02,card
pay_01358,user_0278,sub_0277,149,USD,False,2023-04-27,ach
pay_01359,user_0278,sub_0277,149,USD,False,2023-08-31,wire
pay_01360,user_0278,sub_0277,149,USD,False,2023-07-01,card
pay_01361,user_0278,sub_0277,149,USD,False,2023-12-05,wire
pay_01362,user_0278,sub_0277,149,USD,False,2023-10-23,card
pay_01363,user_0279,sub_0278,599,USD,False,2023-08-04,card
pay_01364,user_0279,sub_0278,599,USD,False,2023-05-19,card
pay_01365,user_0279,sub_0278,599,USD,False,2023-12-09,ach
pay_01366,user_0279,sub_0278,599,USD,False,2023-10-10,card
pay_01367,user_0279,sub_0278,599,USD,False,2023-08-19,ach
pay_01368,user_0279,sub_0278,599,USD,False,2023-08-15,ach
pay_01369,user_0279,sub_0278,599,USD,False,2023-08-10,card
pay_01370,user_0279,sub_0278,599,USD,False,2023-01-30,wire
pay_01371,user_0281,sub_0280,49,USD,False,2023-03-30,card
pay_01372,user_0281,sub_0280,49,USD,False,2023-12-27,wire
pay_01373,user_0281,sub_0280,49,USD,False,2023-09-28,card
pay_01374,user_0281,sub_0280,49,USD,False,2023-11-15,ach
pay_01375,user_0281,sub_0280,49,USD,False,2023-08-28,wire
pay_01376,user_0281,sub_0280,49,USD,False,2023-03-01,ach
pay_01377,user_0281,sub_0280,49,USD,False,2023-09-24,ach
